ReachID,SiteAction,HydroAction,Year,Watershed_Runoff_left,Watershed_Runoff_right,Hydrologic_Connection_left,Hydrologic_Connection_right,Streambank_Processes_left,Streambank_Processes_right,Energy_Nutrients_Sediment_left,Energy_Nutrients_Sediment_right,Riparian_Filtering_left,Riparian_Filtering_right,Lateral_Processes_left,Lateral_Processes_right,Longitudinal_Movement_Habitat_left,Longitudinal_Movement_Habitat_right,Plant_Community_left,Plant_Community_right,Canopy_Habitat_left,Canopy_Habitat_right,Understory_Habitat_left,Understory_Habitat_right,Floor_Habitat_left,Floor_Habitat_right,Stream_Habitat_left,Stream_Habitat_right,Riparian_Area_ac_left,Riparian_Area_ac_right,Peak_Discharge_cfs,W75_hr,W50_hr,Bank_Height_Ratio,Site_Velocity_ft_s,Reference_Velocity_ft_s,Reference_Area_ft2,Site_Area_ft2,Channel_Alteration,Channel_Stability_Evolution,Bank_Stability,Root_Depth_ft,Root_Density_per,Surface_Protection_per,Bank_Material,Bankfull_Mean_Depth_ft,Habitat_Available_Cover,Large_Wood,Velocity_Depth_Regime,Substrate_Deposition_Embeddedness,Aquatic_Organism_Passage,Material_Transport,Passage_Rate,Reach_Top_Width_ft,Reference_Top_Width_ft,Reach_Length_ft
17M,Alternative3,Pond1,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,16,17,18,18,18,17,0.576419312,35.18,50,734.208024
17M,Alternative3,Pond1,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,17,18,18,18,18,17,0.576419312,35.18,50,734.208024
17M,FWOP,Pond2,0,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,447.4,11.36666667,15.4,10,2.985407066,3.673750973,30.48364893,13.02,1,19,19,2,20,40,Sandy loam,1.192301017,1,1,1,1,1,17,0.576419312,35.18,50,638.44176
17M,FWOP,Pond2,2,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,447.4,11.36666667,15.4,10,2.985407066,3.673750973,30.48364893,13.02,1,19,19,2,20,40,Sandy loam,1.192301017,1,1,1,1,1,17,0.576419312,35.18,50,638.44176
17M,FWOP,Pond2,10,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,447.4,11.36666667,15.4,10,2.985407066,3.673750973,30.48364893,13.02,1,19,19,2,20,40,Sandy loam,1.192301017,1,1,1,1,1,17,0.576419312,35.18,50,638.44176
17M,FWOP,Pond2,50,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,447.4,11.36666667,15.4,10,2.985407066,3.673750973,30.48364893,13.02,1,19,19,2,20,40,Sandy loam,1.192301017,1,1,1,1,1,17,0.576419312,35.18,50,638.44176
17M,Alternative1,Pond2,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,14,13,17,18,17,17,0.576419312,50,50,734.208024
17M,Alternative1,Pond2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,14,14,17,18,17,17,0.576419312,50,50,734.208024
17M,Alternative1,Pond2,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,15,14,17,18,17,17,0.576419312,50,50,734.208024
17M,Alternative1,Pond2,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,16,15,17,18,17,17,0.576419312,50,50,734.208024
17M,Alternative2,Pond2,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,1.465660606,1.465660606,447.4,11.36666667,15.4,10,3.2,3.673750973,30.48364893,22,14,19,19,2,80,80,Sandy loam,1.192301017,14,10,12,13,13,17,0.576419312,50,50,638.44176
17M,Alternative2,Pond2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.465660606,1.465660606,447.4,11.36666667,15.4,10,3.2,3.673750973,30.48364893,22,14,19,19,2,80,80,Sandy loam,1.192301017,14,11,12,13,13,17,0.576419312,50,50,638.44176
17M,Alternative2,Pond2,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.465660606,1.465660606,447.4,11.36666667,15.4,10,3.2,3.673750973,30.48364893,22,14,19,19,2,80,80,Sandy loam,1.192301017,15,12,12,13,13,17,0.576419312,50,50,638.44176
17M,Alternative2,Pond2,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.465660606,1.465660606,447.4,11.36666667,15.4,10,3.2,3.673750973,30.48364893,22,14,19,19,2,80,80,Sandy loam,1.192301017,16,13,12,13,13,17,0.576419312,50,50,638.44176
17M,Alternative3,Pond2,0,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,10,10,11,11,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,14,15,18,18,18,17,0.576419312,35.18,50,734.208024
17M,Alternative3,Pond2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,14,16,18,18,18,17,0.576419312,35.18,50,734.208024
17M,Alternative3,Pond2,10,11,11,11,11,13,13,12,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,16,17,18,18,18,17,0.576419312,35.18,50,734.208024
17M,Alternative3,Pond2,50,11,11,11,11,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,1.685509697,1.685509697,447.4,11.36666667,15.4,18,3.67,3.673750973,30.48364893,30.48364893,16,19,19,2,80,80,Sandy loam,1.192301017,17,18,18,18,18,17,0.576419312,35.18,50,734.208024
17D,FWOP,None,0,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,None,2,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,None,10,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,None,50,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,Alternative1,None,0,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,15,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,None,2,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,16,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,None,10,13,13,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,17,16,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,None,50,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,18,15,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative2,None,0,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,13,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,None,2,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,14,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,None,10,12,12,12,12,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,15,14,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,None,50,12,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,16,15,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative3,None,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,10,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,None,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,11,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,None,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,15,12,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,None,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,16,13,12,13,13,15,0.655457629,70,70,2156.26752
17D,FWOP,Pond1,0,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,Pond1,2,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,Pond1,10,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,Pond1,50,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,71.13,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,Alternative1,Pond1,0,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,15,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,Pond1,2,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,16,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,Pond1,10,13,13,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,17,16,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,Pond1,50,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,18,15,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond1,0,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,176.05,17,19,19,2,80,80,Sandy loam,1.900152445,14,13,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond1,2,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,176.05,17,19,19,2,80,80,Sandy loam,1.900152445,14,14,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond1,10,12,12,12,12,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,176.05,17,19,19,2,80,80,Sandy loam,1.900152445,15,14,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond1,50,12,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,176.05,17,19,19,2,80,80,Sandy loam,1.900152445,16,15,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative3,Pond1,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,10,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,Pond1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,11,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,Pond1,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,15,12,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,Pond1,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,16,13,12,13,13,15,0.655457629,70,70,2156.26752
17D,FWOP,Pond2,0,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,Pond2,2,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,Pond2,10,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,FWOP,Pond2,50,5,2,5,1,3,1,8,3,6,7,4,1,4,6,2,7,7,5,5,13,4,1,3,3,9.900218182,1.237527273,447.4,11.36666667,15.4,10,6.234365237,3.673750973,71.13,176.05,1,19,19,2,20,40,Sandy loam,1.900152445,1,1,1,1,1,17,0.655457629,76.55,70,2156.26752
17D,Alternative1,Pond2,0,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,15,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,Pond2,2,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,16,16,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,Pond2,10,13,13,13,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,17,16,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative1,Pond2,50,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9.900218182,4.950109091,447.4,11.36666667,15.4,18,3.673750973,3.673750973,71.13,71.13,18,19,19,2,60,60,Sandy loam,1.900152445,18,15,18,18,18,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond2,0,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,13,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond2,2,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,14,14,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond2,10,12,12,12,12,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,15,14,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative2,Pond2,50,12,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,9.900218182,4.950109091,447.4,11.36666667,15.4,17,3.673750973,3.673750973,71.13,71.13,17,19,19,2,80,80,Sandy loam,1.900152445,16,15,17,18,17,18,0.655457629,70,70,2156.26752
17D,Alternative3,Pond2,0,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9,10,10,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,10,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,Pond2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,14,11,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,Pond2,10,10,10,10,10,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,15,12,12,13,13,15,0.655457629,70,70,2156.26752
17D,Alternative3,Pond2,50,10,10,10,10,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9.900218182,1.237527273,447.4,11.36666667,15.4,10,4.5,3.673750973,71.13,176.05,16,19,19,2,20,40,Sandy loam,1.900152445,16,13,12,13,13,15,0.655457629,70,70,2156.26752
17E,FWOP,None,0,4,5,7,6,1,5,9,7,10,1,10,1,7,5,11,1,15,10,12,13,15,13,10,7,0,0,278.4,11.45,15.5,10,6.666462995,3.794026042,67.23103544,130.93,1,14,14,2,20,50,Sandy loam,1.84209694,1,5,1,1,1,17,1,58.03,50,1454.30736
17E,FWOP,None,2,4,5,7,6,1,5,9,7,10,1,10,1,7,5,11,1,15,10,12,13,15,13,10,7,0,0,278.4,11.45,15.5,10,6.666462995,3.794026042,67.23103544,130.93,1,14,14,2,20,50,Sandy loam,1.84209694,1,5,1,1,1,17,1,58.03,50,1454.30736
17E,FWOP,None,10,4,5,7,6,1,5,9,7,10,1,10,1,7,5,11,1,15,10,12,13,15,13,10,7,0,0,278.4,11.45,15.5,10,6.666462995,3.794026042,67.23103544,130.93,1,14,14,2,20,50,Sandy loam,1.84209694,1,5,1,1,1,17,1,58.03,50,1454.30736
17E,FWOP,None,50,4,5,7,6,1,5,9,7,10,1,10,1,7,5,11,1,15,10,12,13,15,13,10,7,0,0,278.4,11.45,15.5,10,6.666462995,3.794026042,67.23103544,130.93,1,14,14,2,20,50,Sandy loam,1.84209694,1,5,1,1,1,17,1,58.03,50,1454.30736
17E,Alternative1,None,0,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,15,12,12,13,15,13,12,12,3.338630303,0,278.4,11.45,15.5,18,3.794026042,3.794026042,67.23103544,67.23103544,18,18,18,2,80,80,Sandy loam,1.84209694,16,15,18,18,18,18,1,50,50,1454.30736
17E,Alternative1,None,2,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,15,12,12,13,15,13,12,12,3.338630303,0,278.4,11.45,15.5,18,3.794026042,3.794026042,67.23103544,67.23103544,18,18,18,2,80,80,Sandy loam,1.84209694,16,16,18,18,18,18,1,50,50,1454.30736
17E,Alternative1,None,10,13,13,13,13,14,14,13,13,14,14,14,14,14,14,14,14,15,14,14,14,15,14,13,13,3.338630303,0,278.4,11.45,15.5,18,3.794026042,3.794026042,67.23103544,67.23103544,18,18,18,2,80,80,Sandy loam,1.84209694,17,16,18,18,18,18,1,50,50,1454.30736
17E,Alternative1,None,50,13,13,13,13,14,14,14,14,13,13,13,13,13,13,13,13,15,13,13,14,15,14,13,13,3.338630303,0,278.4,11.45,15.5,18,3.794026042,3.794026042,67.23103544,67.23103544,18,18,18,2,80,80,Sandy loam,1.84209694,18,15,18,18,18,18,1,50,50,1454.30736
17E,Alternative2,None,0,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,15,11,11,12,15,11,11,11,3.338630303,0,278.4,11.45,15.5,17,3.794026042,3.794026042,67.23103544,67.23103544,17,18,18,2,60,80,Sandy loam,1.84209694,14,13,17,18,17,18,1,50,50,1454.30736
17E,Alternative2,None,2,12,12,13,12,12,12,11,11,11,11,11,11,11,11,11,11,15,11,11,12,15,12,11,11,3.338630303,0,278.4,11.45,15.5,17,3.794026042,3.794026042,67.23103544,67.23103544,17,18,18,2,60,80,Sandy loam,1.84209694,14,14,17,18,17,18,1,50,50,1454.30736
17E,Alternative2,None,10,12,12,12,12,13,13,12,12,13,13,13,13,13,13,13,13,15,13,13,13,15,13,12,12,3.338630303,0,278.4,11.45,15.5,17,3.794026042,3.794026042,67.23103544,67.23103544,17,18,18,2,60,80,Sandy loam,1.84209694,15,14,17,18,17,18,1,50,50,1454.30736
17E,Alternative2,None,50,12,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,15,12,12,12,15,13,12,12,3.338630303,0,278.4,11.45,15.5,17,3.794026042,3.794026042,67.23103544,67.23103544,17,18,18,2,60,80,Sandy loam,1.84209694,16,15,17,18,17,18,1,50,50,1454.30736
17E,Alternative3,None,0,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,15,10,10,10,15,10,11,10,0,0,278.4,11.45,15.5,11,6.666462995,3.794026042,67.23103544,130.93,15,18,17,2,20,50,Sandy loam,1.84209694,14,10,12,13,13,17,1,50,50,1454.30736
17E,Alternative3,None,2,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,15,10,10,10,15,11,11,10,0,0,278.4,11.45,15.5,11,6.666462995,3.794026042,67.23103544,130.93,15,17,17,2,20,50,Sandy loam,1.84209694,14,11,12,13,13,17,1,50,50,1454.30736
17E,Alternative3,None,10,10,10,10,10,12,12,11,11,13,12,12,12,12,12,12,12,15,12,12,12,15,12,12,12,0,0,278.4,11.45,15.5,12,6.666462995,3.794026042,67.23103544,130.93,16,17,17,2,20,50,Sandy loam,1.84209694,15,12,12,13,13,17,1,50,50,1454.30736
17E,Alternative3,None,50,10,10,10,10,12,12,12,12,12,11,12,12,12,12,12,12,15,12,12,12,15,12,12,12,0,0,278.4,11.45,15.5,12,6.666462995,3.794026042,67.23103544,130.93,16,17,17,2,20,50,Sandy loam,1.84209694,16,13,12,13,13,17,1,50,50,1454.30736
